source_file,requirement_text,label,reasons
2001 - hats.pdf,The HATS-GUI will associate saved files with the application.,0,
2001 - hats.pdf,The HATS-GUI will make a list of these files available to the user and allow the user to select files for display.,1,"vague_term,multiple_actions"
2001 - hats.pdf,The display of SDTs and pretty-printed text shall allow the user to manipulate the display by choosing portions of the tree to display and by allowing the user to search for text strings and sub-trees.,1,"vague_term,multiple_actions"
2001 - hats.pdf,The user will access the HATSGUI primarily to apply transformations to target files.,0,
2001 - hats.pdf,A user may set up an application for another user.,1,weak_modal
2001 - hats.pdf,"Before applying a transformation to a target file, a user must first prepare the application.",0,
2001 - hats.pdf,A user may also choose to view output from a previous transformation.,1,weak_modal
2001 - hats.pdf,Users of the HATS-GUI will be experts in a given domain and have a high level of understanding of transformations as a tool for constructing software.,1,vague_term
2001 - hats.pdf,Editor configuration information must be sufficient to start the editor on the Host OS.,1,vague_term
2001 - hats.pdf,"When the user tries to edit a file of the type selected, the system will request the Host OS to initiate a process with the associated editor.",0,
2001 - hats.pdf,"When the user tries to edit the selected file, the system will request the Host OS to initiate a process with the associated editor.",0,
2001 - hats.pdf,The system will respond to dragging of scroll buttons (or pressing arrow keys) by shifting the display in the appropriate direction.,1,vague_term
2001 - hats.pdf,"If both SDT and Pretty-printed text are displayed, the system will find the corresponding pretty-printed text and highlight that text in the Pretty-print text window.",1,vague_term
2001 - hats.pdf,"Minimally, the system will copy selected text in response to the Ctrl-Insert key combination.",1,vague_term
2001 - hats.pdf,The system will respond to dragging of scroll buttons (or pressing arrow keys) by shifting the display in the appropriate direction.,1,vague_term
2001 - hats.pdf,• The system shall be platform independent and function properly on any operating system.,0,
2001 - hats.pdf,"Specifically, the system shall be tested under Sun Solaris, Windows 2000, and Linux.",0,
2001 - hats.pdf,• The system shall be designed in such a way as to minimize the number of windows opened by the application.,0,
2001 - hats.pdf,• The system shall be developed using the Java programming language.,0,
2001 - hats.pdf,• The system shall be completed by December 2001.,0,
2001 - hats.pdf,• A JVM shall have been installed on the system under which the HATS-GUI is running.,0,
2001 - hats.pdf,• An ML interpreter shall have been installed on the system under which the HATS-GUI is running.,0,
2001 - hats.pdf,• HATS shall run on the same system on which the HATS-GUI is running.,0,
2001 - hats.pdf,• HATS shall support only one user at a time.,0,
2001 - hats.pdf,• Users shall have a high level of sophistication and shall not need guidance in the form of extensive help messages.,1,"vague_term,multiple_actions"
2001 - hats.pdf,"• The Host OS shall support a hierarchical, tree-structured file system.",0,
2001 - hats.pdf,• The development team shall use this SRS to implement the system.,0,
2001 - hats.pdf,"• HATS-SML version 2.0 shall be available by October, 2001.",0,
2001 - hats.pdf,"User Interfaces [SRSreq 01] Any operation requiring the user to supply a file name shall allow the user either to select the files from a list derived from files in the currently open application or to key in a file name, a relative path name, or a complete path name.",1,vague_term
2001 - hats.pdf,"[SRSreq 02] For any operation where the user is prompted to select from a list, the user shall be able to cancel the operation.",0,
2001 - hats.pdf,"[SRSreq 03] When collecting generated output files from HATS-SML, the HATS-GUI shall overwrite any file whose name is generated automatically.",0,
2001 - hats.pdf,"If X.tlp.parsed existed prior to executing the parser, it shall be overwritten without prompting the user.",0,
2001 - hats.pdf,"[SRSreq 04] When saving or copying files, the HATS-GUI shall use the following sequence of actions:",1,vague_term
2001 - hats.pdf,• The HATS-GUI shall prompt the user for a file name for the file to be saved.,0,
2001 - hats.pdf,• The HATS-GUI shall examine the contents of the application directory.,0,
2001 - hats.pdf,"• If a file with the given name already exists, the HATS-GUI shall prompt the user to overwrite the existing file.",0,
2001 - hats.pdf,"If the user agrees to overwrite the file, the HATS-GUI shall:",0,
2001 - hats.pdf,"• If the user does not agree to overwrite the existing file or if system errors occur while writing or renaming the new file or deleting the previous file, the new file shall not be written and the previous file shall be left unchanged.",1,multiple_actions
2001 - hats.pdf,"• In the case of an error, the HATS-GUI shall notify the user of the error.",0,
2001 - hats.pdf,"For example, the user shall be able to save an SDT generated during transformation program execution.",0,
2001 - hats.pdf,[SRSreq 05] Output pretty-printed text files and SDTs shall only be displayed when the user requests.,0,
2001 - hats.pdf,[SRSreq 06] The main interface shall be menu driven.,0,
2001 - hats.pdf,11/01/2001 Page 29 [SRSreq 07] The File menu shall contain menu items related to manipulating individual files and for closing the HATS-GUI application.,0,
2001 - hats.pdf,[SRSreq 08] The Application menu shall contain items related to manipulating entire applications.,0,
2001 - hats.pdf,[SRSreq 09] The Configure menu shall contain items related to modifying the configuration of the application.,0,
2001 - hats.pdf,[SRSreq 10] The Run menu shall contain items related to executing the HATS-SML programs.,0,
2001 - hats.pdf,[SRSreq 11] The View menu shall contain items related to viewing HATS-SML output.,0,
2001 - hats.pdf,[SRSreq 12] The File/Select menu item shall provide an interface for selecting files within the currently open application.,0,
2001 - hats.pdf,[SRSreq 13] The File/Edit menu item shall provide an interface for starting an editor as an external process.,0,
2001 - hats.pdf,The editor shall be started according to information in the application configuration.,0,
2001 - hats.pdf,[SRSreq 14] The File/Save-as menu item shall provide an interface for saving a previously selected file under a different name.,0,
2001 - hats.pdf,[SRSreq 15] The File/Delete menu item shall provide an interface for deleting a selected file.,0,
2001 - hats.pdf,The HATS-GUI shall prompt the user to confirm deletion prior to completing this action.,0,
2001 - hats.pdf,[SRSreq 16] The File/Exit menu item shall provide an interface for exiting the HATS-GUI.,0,
2001 - hats.pdf,[SRSreq 17] The Application/Select menu item shall provide an interface for selecting and opening an application.,0,
2001 - hats.pdf,[SRSreq 18] The Application/Close menu item shall provide an interface for closing an application.,0,
2001 - hats.pdf,[SRSreq 19] The Application/Save menu item shall provide an interface for saving application configuration information.,0,
2001 - hats.pdf,[SRSreq 20] The Application/Save-as menu item shall provide an interface for saving an application and its associated files under a different name.,0,
2001 - hats.pdf,[SRSreq 21] The Application/Delete menu item shall provide an interface for deleting an application and all the files in the application directory.,1,multiple_actions
2001 - hats.pdf,The HATS-GUI shall prompt the user to confirm deletion prior to completing this action.,0,
2001 - hats.pdf,[SRSreq 22] The Configure/Editors menu item shall provide an interface for the user to enter editor configuration information.,0,
2001 - hats.pdf,This information shall be used when editors are started as processes.,0,
2001 - hats.pdf,[SRSreq 23] The Configure/Node Display menu item shall provide an interface for configuring the display of nodes.,0,
2001 - hats.pdf,[SRSreq 24] The HATS-GUI shall allow the user to specify the number of levels of nodes to expand during SDT viewing.,1,vague_term
2001 - hats.pdf,[SRSreq 25] The HATS-GUI shall allow the user to select the colors for types of displayed nodes in a displayed graph.,1,vague_term
2001 - hats.pdf,"At a minimum, the system shall provide eight colors (red, yellow, white, black, green, blue, orange, and violet) for displayed nodes.",1,vague_term
2001 - hats.pdf,[SRSreq 26] The HATS-GUI shall allow the user to select the shapes for types of displayed nodes in a displayed graph.,1,vague_term
2001 - hats.pdf,"At a minimum, the system shall provide two shapes, rectangles and ellipses, for displayed nodes.",0,
2001 - hats.pdf,[SRSreq 27] The Configure/File Associations menu item shall provide an interface for associating files in an application.,0,
2001 - hats.pdf,[SRSreq 28] The Configure/HATS-SML menu item shall provide an interface for the user to enter implementation-dependent information for starting HATS-SML processes.,0,
2001 - hats.pdf,[SRSreq 29] The Run/Generate Parser menu item shall provide an interface for generating a parser program.,0,
2001 - hats.pdf,[SRSreq 30] The Run/Parse Target menu item shall provide an interface for selecting and parsing target programs.,0,
2001 - hats.pdf,[SRSreq 31] The Run/Parse Program menu item shall provide an interface for selecting and parsing transformation language programs.,0,
2001 - hats.pdf,11/01/2001 Page 30 [SRSreq 32] The Run/Execute Transforms menu item shall provide an interface for selecting and executing transformation language programs.,0,
2001 - hats.pdf,[SRSreq 33] The Run/Pretty-print menu item shall provide an interface for selecting SDTs and pretty-print style files and formatting the SDT according to the style.,1,multiple_actions
2001 - hats.pdf,"[SRSreq 34] The View/SDT menu item shall provide an interface for viewing, navigating through, and searching SDTs output from the execution of transformation programs.",0,
2001 - hats.pdf,[SRSreq 35] The View/Text menu item shall provide an interface for viewing and searching pretty-printed text.,0,
2001 - hats.pdf,[SRSreq 36] The View/Standard Error menu item shall provide an interface for viewing error strings collected from HATS-SML.,0,
2001 - hats.pdf,[SRSreq 37] The View/Standard Output menu item shall provide an interface for viewing debugging information collected from HATS-SML.,0,
2001 - hats.pdf,[SRSreq 38] The View/Select Text menu item shall provide an interface for selecting pretty-printed text or text strings associated with SDT displays.,0,
2001 - hats.pdf,[SRSreq 39] The View/Copy Text menu item shall provide an interface for copying selected text into an operating system buffer.,0,
2001 - hats.pdf,"HATS-SML [SRSreq 40] The HATS-GUI shall interface with HATS-SML (version 2.0) in order to parse transformation language programs, execute transformation language programs, and create output SDTs, error messages, pretty-printed text, and parsed transformation language programs.",0,
2001 - hats.pdf,The interface shall consist of starting HATS-SML programs and passing command line arguments and capturing data written to the standard output and standard error streams of the HATS-SML processes.,0,
2001 - hats.pdf,"[SRSreq 41] The GUI shall allow the user to create, modify, copy, or delete applications or files regardless of the current status of HATS-SML.",1,"vague_term,undefined_term"
2001 - hats.pdf,"[SRSreq 42] If the HATS-GUI attempts to start a HATS-SML program and fails, the HATS-GUI shall notify the user by displaying the following message:",1,vague_term
2001 - hats.pdf,“Unable to start HATS-SML.” The HATS-GUI shall provide any other details related to the failure that are available from the Host OS.,0,
2001 - hats.pdf,"Host OS [SRSreq 43] The HATS-GUI shall be able to communicate with Sun Solaris, Linux, and Windows 2000.",0,
2001 - hats.pdf,[SRSreq 44] Data sets shall be saved as files using file names with the appropriate extensions.,1,vague_term
2001 - hats.pdf,[SRSreq 45] The user shall be able to initiate processes from an interface provided by the HATS-GUI.,0,
2001 - hats.pdf,The HATS-GUI shall optionally pass command line arguments to the process.,0,
2001 - hats.pdf,11/01/2001 Page 31 [SRSreq 47] The HATS-GUI shall interact with the HOST OS file services to perform the following tasks:,1,vague_term
2001 - hats.pdf,[SRSreq 48] The HATS-GUI shall interact with the HOST OS to find files in directories.,0,
2001 - hats.pdf,(This capability is necessary for the HATS-GUI to display file lists.) [SRSreq 49] The HATS-GUI shall interact with the HOST OS to compare time stamps for files.,0,
2001 - hats.pdf,These time stamps must be reported with a precision of one second or less.,0,
2001 - hats.pdf,"[SRSreq 50] The HATS-GUI shall allow a user to create an application minimally consisting of a lexical specification file, a grammar file, a user-defined functions file, and application configuration information.",1,"vague_term,multiple_actions"
2001 - hats.pdf,The user shall be able to name this application.,0,
2001 - hats.pdf,[SRSreq 51] All files associated with a given application shall be stored in one directory.,0,
2001 - hats.pdf,[SRSreq 52] The directory in which application files are stored shall be named with the application name.,0,
2001 - hats.pdf,[SRSreq 53] There shall be exactly one file describing the lexical specification of inputs associated with an application.,0,
2001 - hats.pdf,It shall have the file extension .spec.,1,missing_actor
2001 - hats.pdf,[SRSreq 54] There shall be exactly one file describing the grammar of inputs associated with an application.,0,
2001 - hats.pdf,It shall have the file extension .grm.,1,missing_actor
2001 - hats.pdf,[SRSreq 55] There shall be exactly one file describing the interpretation of function symbols associated with an application.,0,
2001 - hats.pdf,This file shall be written in ML and have the file extension .lib.,0,
2001 - hats.pdf,[SRSreq 56] <deleted> [SRSreq 57] The HATS-GUI shall suggest a file name for the user whenever it prompts the user to enter a file name.,0,
2001 - hats.pdf,The HATS-GUI shall suggest the same file name for files copied to a different directory.,0,
2001 - hats.pdf,The HATS-GUI shall suggest a file name with a sequentially numbered extension for files copied to the same directory.,0,
2001 - hats.pdf,[SRSreq 58] An application shall have associated with it an application configuration.,0,
2001 - hats.pdf,[SRSreq 59] The HATS-GUI shall display output written to the standard output and standard error streams in a tab-selectable window.,0,
2001 - hats.pdf,"Text in this window shall be cleared prior to executing individual HATSSML programs, unless the programs are contained in a program script.",0,
2001 - hats.pdf,"In the case of a script, the window contents shall be cleared prior to executing the script.",0,
2001 - hats.pdf,Display Windows [SRSreq 62] The system shall open a new window when the user selects to display output.,0,
2001 - hats.pdf,[SRSreq 63] Display windows opened by the system shall have buttons for closing the windows.,0,
2001 - hats.pdf,[SRSreq 64] A navigation window shall be available.,0,
2001 - hats.pdf,"[SRSreq 65] Each active display window shall have a mouse cursor, which indicates the location of the pointing device in the window.",0,
2001 - hats.pdf,[SRSreq 66] Each display window shall have a keyboard cursor to track the current location in the display.,1,undefined_term
2001 - hats.pdf,[SRSreq 67] The keyboard cursor shall be movable by the arrow keys.,0,
2001 - hats.pdf,[SRSreq 68] The keyboard cursor shall be set to the location of the mouse cursor when the pointing device is clicked.,0,
2001 - hats.pdf,"Stimulus/Response This section details the response the HATS-GUI shall make when it receives stimulus either from the user, the Host OS, or HATS-SML.",0,
2001 - hats.pdf,"File Menu [SRSreq 69] When a user selects the File/Select menu item, the HATS-GUI shall provide the user with a list of files in the currently open application and allow the user to select a file.",1,"vague_term,multiple_actions"
2001 - hats.pdf,"If no application is currently open, the HATS-GUI will prompt the user to select and open an application, then prompt the user to select a file.",0,
2001 - hats.pdf,"[SRSreq 70] When a user selects the File/Save As menu item, the HATS-GUI shall prompt the user to enter a new name.",0,
2001 - hats.pdf,A new file shall be created in the currently open application with the newly entered file name.,0,
2001 - hats.pdf,"The contents of the selected file shall be written into the new file, and the new file shall become the currently selected file.",1,multiple_actions
2001 - hats.pdf,"[SRSreq 71] When a user selects the File/Delete menu item, the HATS-GUI shall prompt the user to confirm the deletion operation.",0,
2001 - hats.pdf,"If the user confirms, the currently selected file shall be deleted.",0,
2001 - hats.pdf,No file shall be currently selected at the end of this operation.,0,
2001 - hats.pdf,"[SRSreq 72] When a user selects the File/Edit menu item, the HATS-GUI shall request that the operating system start a process and load that process with the editor specified by the application configuration.",0,
2001 - hats.pdf,The name of a selected file shall be passed to the editor as a command line argument.,0,
2001 - hats.pdf,"The editor started by the HATS-GUI shall be the editor associated with the file in the application configuration, or if there is no editor associated with the file, then the editor associated with the file type of the file in the application configuration.",0,
2001 - hats.pdf,"If no editor is associated with either the file or the file type, then the default editor shall be used.",0,
2001 - hats.pdf,"If no default editor has been selected, then the HATS-GUI shall present a list of the configured editors and allow the user to select an editor.",1,vague_term
2001 - hats.pdf,"If no editors have been configured, then the HATS-GUI shall inform the user that an editor must be configured before starting an editor.",0,
2001 - hats.pdf,"[SRSreq 73] When a user selects the File/Exit menu option, the HATS-GUI shall request the host operating system to kill all currently active HATS-SML processes started by the HATS-GUI and halt the HATS-GUI process.",0,
2001 - hats.pdf,"If changes have been made to the configuration but have not been saved, the user shall be prompted to save the configuration.",0,
2001 - hats.pdf,"If the user agrees, the configuration shall be saved.",0,
2001 - hats.pdf,"If the user does not agree, the configuration shall not be saved.",0,
2001 - hats.pdf,"Application Menu [SRSreq 74] When a user selects the Application/Select menu item, the HATS-GUI shall display a list of directory names in the current working directory, allow a user to navigate the directory structure, and allow a user to select a previously created application.",1,"vague_term,undefined_term,multiple_actions"
2001 - hats.pdf,"[SRSreq 75] When a user selects the Application/Close menu item, the HATS-GUI shall close the currently selected application.",0,
2001 - hats.pdf,"If changes have been made to the configuration but have not been saved, the user shall be prompted to save the configuration.",0,
2001 - hats.pdf,"If the user agrees, the configuration shall be saved.",0,
2001 - hats.pdf,"If the user does not agree, the configuration shall not be saved.",0,
2001 - hats.pdf,"[SRSreq 76] When a user selects the Application/Save menu item, the HATS-GUI shall save all application configuration information to nonvolatile storage.",0,
2001 - hats.pdf,"[SRSreq 77] When a user selects the Application/Save As menu item, the HATS-GUI shall prompt the user for a new application name.",0,
2001 - hats.pdf,The HATS-GUI shall create a new directory at the same level as the currently selected application.,0,
2001 - hats.pdf,"All files in the application directory, including all subdirectories, shall be copied to the new directory, and the new directory shall become the currently selected application.",1,multiple_actions
2001 - hats.pdf,"11/01/2001 Page 34 [SRSreq 78] When a user selects the Application/Delete menu item, the HATS-GUI shall prompt the user to confirm the deletion operation.",0,
2001 - hats.pdf,"If the user confirms, all files in the application directory shall be deleted and the application directory itself shall be deleted.",1,multiple_actions
2001 - hats.pdf,"[SRSreq 79] When deleting an application directory, if the application directory contains a subdirectory, the system shall confirm the deletion of the subdirectory with the user before continuing.",0,
2001 - hats.pdf,"If the user does not confirm the deletion of the subdirectory, the application director shall not be deleted.",0,
2001 - hats.pdf,"Configure Menu [SRSreq 80] When a user selects the Configure menu options, the HATS-GUI shall provide a list of elements in the application configuration, allow the user to select an element, then prompt the user for a value for the configuration element.",1,vague_term
2001 - hats.pdf,"Run Menu [SRSreq 81] When a user selects the Run/Generate Parser menu option, the HATS-GUI shall generate the parser using the MakeParser HATS-SML program as described in Appendix D.",0,
2001 - hats.pdf,"[SRSreq 82] When a user selects the Run/Parse Target menu option, the HATS-GUI shall parse the selected target program by using the ParseTarget HATS-SML programs as described in Appendix D.",0,
2001 - hats.pdf,"If no target program is selected, the HATS-GUI shall first prompt the user to select a target program.",0,
2001 - hats.pdf,"[SRSreq 83] When a user selects the Run/Parse Program menu option, the HATS-GUI shall parse the selected transformation language program by using the ParseTlp HATS-SML programs as described in Appendix D.",0,
2001 - hats.pdf,"If no target program is selected, the HATS-GUI shall first prompt the user to select a transformation language program.",0,
2001 - hats.pdf,"[SRSreq 84] When a user selects the Run/Execute Transforms menu option, the HATS-GUI shall execute the ApplyTransformations HATS-SML programs as described in Appendix D.",0,
2001 - hats.pdf,"[SRSreq 85] When a user selects the Run/Pretty-print menu option, the HATS-GUI shall execute the Prettyprint HATS-SML programs as described in Appendix D.",0,
2001 - hats.pdf,"View Menu [SRSreq 86] When a user selects the View/SDT menu option, the HATS-GUI shall prompt the user to select an SDT file in the current application.",1,undefined_term
2001 - hats.pdf,The file list shall include SDTs in the application.,0,
2001 - hats.pdf,"[SRSreq 87] When a user selects the View/Text menu option, the HATS-GUI shall prompt a user to select a pretty-printed text file in the current application.",1,undefined_term
2001 - hats.pdf,"[SRSreq 88] When a user selects the View/Standard Error menu option, the HATS-GUI shall display the standard error screen showing all outputs written to the standard error stream since the most recent clearing of this data.",0,
2001 - hats.pdf,"[SRSreq 89] When a user selects the View/Standard Output menu option, the HATS-GUI shall display the standard error screen showing all outputs written to the standard output stream since the most recent clearing of this data.",0,
2001 - hats.pdf,"[SRSreq 90] When viewing an SDT, a single left mouse click on an expandable displayed node shall expand the node by displaying the node’s children or collapse the node by hiding the node’s children.",0,
2001 - hats.pdf,"11/01/2001 Page 35 [SRSreq 91] When a displayed node is expanded, the number of levels of children added to the displayed graph shall be determined by the application configuration.",0,
2001 - hats.pdf,"[SRSreq 92] When viewing an SDT, a single left mouse click on an already-expanded displayed node shall collapse the displayed node.",0,
2001 - hats.pdf,HATS-SML Completion [SRSreq 93] The HATS-GUI shall collect process exit codes from HATS-SML processes.,0,
2001 - hats.pdf,[SRSreq 94] The GUI shall allow the user to import a file into the selected application.,1,vague_term
2001 - hats.pdf,Parse/Execute Transformation The HATS-GUI shall facilitate parsing transformation language programs and target files.,0,
2001 - hats.pdf,The HATS-GUI shall orchestrate executing transformation language programs.,0,
2001 - hats.pdf,The HATS-GUI shall make these data sets available for viewing and/or saving as permanent files in the application.,0,
2001 - hats.pdf,The HATS-GUI shall capture data written to these streams and make that data available to the user.,0,
2001 - hats.pdf,[SRSreq 95] The HATS-GUI shall use the protocol and program signatures listed in Appendix D when executing HATS-SML programs.,0,
2001 - hats.pdf,"[SRSreq 96] To perform a transformation in an application, the HATS-GUI shall execute the following sequence of actions:",1,vague_term
2001 - hats.pdf,• The HATS-GUI shall confirm that the transformation language program exists.,0,
2001 - hats.pdf,(It is an error if the program does not exist.) • The HATS-GUI shall check that the parser file is younger than the grammar and lexical specification files and that the parser file was generated from the grammar and lexical specification files.,0,
2001 - hats.pdf,"If this is not the case, the HATS-GUI shall generate a new parser file.",0,
2001 - hats.pdf,• The HATS-GUI shall check that a parsed version of the transformation language program exists and is younger than the parser file and the transformation language program file.,0,
2001 - hats.pdf,"If it is not, the HATS-GUI shall generate a new parsed version of the transformation language program.",0,
2001 - hats.pdf,• The HATS-GUI shall start the FindTarget program using the transformation language program as input.,0,
2001 - hats.pdf,"11/01/2001 Page 36 • The HATS-GUI shall take the list of target program files generated by FindTarget, and for each file in the list it shall check that a parsed version of the target program exists and is younger than the target parser file and the target program file.",1,multiple_actions
2001 - hats.pdf,"If it is not, the HATS-GUI shall generate a new parsed version of the target program.",0,
2001 - hats.pdf,"• The HATS-GUI shall start the ApplyTransformation program in HATS-SML and pass the parsed transformation language program file name, the user defined library file name, and the output file name to the ApplyTransformation program.",0,
2001 - hats.pdf,The HATS-GUI shall redirect the standard output and standard error streams and capture any text written to those streams.,0,
2001 - hats.pdf,[SRSreq 98] The HATS-GUI shall allow the user to continue working while transformations are taking place.,1,vague_term
2001 - hats.pdf,"Thus a user shall be able to edit files, view output, and transmit other problems to HATS-SML while waiting for HATS-SML to generate output.",0,
2001 - hats.pdf,[SRSreq 99] The HATS-GUI shall allow the user to execute a script file.,1,vague_term
2001 - hats.pdf,A script file shall contain a linear sequence of HATS-SML programs.,1,vague_term
2001 - hats.pdf,The HATS-GUI shall begin with the first command and execute the commands sequentially until either an error occurs or all commands in the script file have been executed.,0,
2001 - hats.pdf,"[SRSreq 100] Prior to starting the execution of a script file, the display screens for the standard error and the standard output shall be cleared.",0,
2001 - hats.pdf,[SRSreq 101] The HATS-GUI shall allow a user to select output files in the application to display.,1,vague_term
2001 - hats.pdf,[SRSreq 102] The HATS-GUI shall allow a user to display selected output files.,1,vague_term
2001 - hats.pdf,The manner in which the output is displayed shall depend on the type of the output.,0,
2001 - hats.pdf,Displayed Node and Text Selection [SRSreq 104] The user shall be able to select an arbitrary set of displayed nodes in a displayed graph.,0,
2001 - hats.pdf,Selected displayed nodes shall be indicated visually.,0,
2001 - hats.pdf,The following methods shall be used to select displayed nodes.,1,vague_term
2001 - hats.pdf,• A single node shall be selected by right-clicking the mouse cursor on the node.,0,
2001 - hats.pdf,• A single node shall be selected by moving the keyboard cursor to the node (using the tab key) and pressing the enter key.,0,
2001 - hats.pdf,• Clicking and dragging the pointing device selection rectangle around a set of displayed nodes shall select a set of adjacent nodes.,0,
2001 - hats.pdf,• A set of nodes shall be selected by holding the shift key while selecting nodes using the methods specified previously in this section.,0,
2001 - hats.pdf,[SRSreq 105] The user shall be able to deselect all selected displayed nodes by • clicking either the right or left mouse buttons while the mouse cursor is not pointed at any displayed nodes and the shift key is not depressed;,0,
2001 - hats.pdf,"[SRSreq 106] When viewing an SDT, selecting nodes shall result in the highlight of all displayed nodes in the smallest well-formed tree of the selected nodes.",1,vague_term
2001 - hats.pdf,"[SRSreq 107] When the system displays a navigation window, the user shall be able to select a current SDT location by clicking the mouse cursor in the navigation window.",1,undefined_term
2001 - hats.pdf,"[SRSreq 108] When both an SDT and a pretty-printed text display corresponding to a single transformed target file are open, highlighting and cursor location motion shall be mirrored in the two windows.",1,vague_term
2001 - hats.pdf,"When the user scrolls to the end of the pretty-printed text display, the display of the SDT should also scroll to the corresponding displayed nodes.",1,weak_modal
2001 - hats.pdf,Display Windows [SRSreq 109] The user shall be able to resize windows dynamically.,0,
2001 - hats.pdf,"When displayed graph windows are resized, the HATS-GUI shall respond by utilizing the space available.",0,
2001 - hats.pdf,[SRSreq 110] The display of an SDT shall also result in the display of text from leaf nodes in a text display area.,0,
2001 - hats.pdf,"[SRSreq 111] The text displayed in the text display area shall correspond to the concatenation of the node labels (separated by spaces) of the leaf nodes of the displayed graph (in-order traversal, left to right).",0,
2001 - hats.pdf,"If a leaf displayed node corresponds to a non-terminal SDT node, the label in the text window shall be surrounded by pointed brackets (<>).",0,
2001 - hats.pdf,"For example, if a non-terminal TERM appears in a leaf node, its text representation shall be <TERM>.",0,
2001 - hats.pdf,[SRSreq 112] The HATS-GUI shall provide for the copying of text from the text display area to a system buffer available for pasting into other applications (such as an editor).,0,
2001 - hats.pdf,[SRSreq 113] The user shall be able to display more than one SDT at a time.,0,
2001 - hats.pdf,Each SDT shall be displayed in a separate window.,0,
2001 - hats.pdf,[SRSreq 114] The HATS-GUI shall provide for the manipulation and display of SDTs.,1,multiple_actions
2001 - hats.pdf,[SRSreq 115] SDTs shall be displayed as directed acyclic graphs with nodes and edges.,0,
2001 - hats.pdf,"[SRSreq 117] When a displayed node and its children are displayed simultaneously, the parent node shall be displayed higher than the children.",1,vague_term
2001 - hats.pdf,[SRSreq 118] All displayed children of a single node shall appear at the same height.,0,
2001 - hats.pdf,[SRSreq 119] The user shall be able to control the display by choosing the color and shapes of displayed nodes based on node type.,0,
2001 - hats.pdf,The HATS-GUI shall use the shape and color of displayed node types stored in the application configuration to display nodes.,0,
2001 - hats.pdf,11/01/2001 Page 38 [SRSreq 120] The user shall be able to expand displayed nodes (provided it is possible to expand the selected nodes).,0,
2001 - hats.pdf,The HATS-GUI shall change the graph display by adding the descendant nodes to the displayed graph (thus changing the expandable nodes to internal nodes).,0,
2001 - hats.pdf,[SRSreq 121] The user shall be able to collapse displayed nodes.,0,
2001 - hats.pdf,The HATS-GUI shall change the displayed graph by removing all descendants of the selected displayed nodes (thus changing the internal nodes to non-expandable leaf nodes).,0,
2001 - hats.pdf,[SRSreq 122] The user shall be able to hide a set of selected displayed nodes.,0,
2001 - hats.pdf,"The HATS-GUI shall change the display by removing the selected nodes from the display and changing the parent and descendant nodes of the removed nodes to nodes with hidden descendants and parents, respectively.",0,
2001 - hats.pdf,[SRSreq 123] The user shall be able to issue an unhide instruction that reverses the hide instruction for all displayed nodes.,0,
2001 - hats.pdf,"[SRSreq 124] After issuing the unhide instruction, a user shall be able to issue a rehide instruction that reverses the unhide instruction.",0,
2001 - hats.pdf,All displayed nodes hidden before the most recent unhide instruction shall become hidden.,0,
2001 - hats.pdf,[SRSreq 125] The HATS-GUI shall allow the user to expand the SDT by a predetermined number of node levels.,1,vague_term
2001 - hats.pdf,[SRSreq 126] The HATS-GUI shall provide the function to fully expand a sub-tree regardless of the node expansion level in the application configuration.,0,
2001 - hats.pdf,[SRSreq 127] The user shall be able to view multiple SDTs simultaneously.,0,
2001 - hats.pdf,[SRSreq 128] SDT displays shall also provide the user with a view of text associated with the leaves of the displayed sub-tree.,0,
2001 - hats.pdf,This text shall be copy-and-pasteable in the host operating system.,0,
2001 - hats.pdf,"Thus, text displayed in a HATS-GUI window can be pasted into other applications such as text editors that may be running concurrently with the HATS-GUI.",1,weak_modal
2001 - hats.pdf,[SRSreq 129] SDT displays shall provide the user with the option to refresh the display.,0,
2001 - hats.pdf,"The new SDT display shall approximate the previous SDT display by expanding the SDT to the same number of nodes, if this is possible.",0,
2001 - hats.pdf,"Navigation [SRSreq 130] If a displayed graph or a text display is too large to fit inside its window, the windows shall have scroll bars attached to them.",1,vague_term
2001 - hats.pdf,Dragging scrollbar buttons shall scroll the display.,0,
2001 - hats.pdf,Pressing the arrow keys of the keyboard shall also scroll the display.,0,
2001 - hats.pdf,"[SRSreq 131] For text windows, the keyboard cursor location shall move according the following rules:",1,vague_term
2001 - hats.pdf,"11/01/2001 Page 39 [SRSreq 133] For displayed graph windows, the keyboard cursor location shall move according the following rules:",1,vague_term
2001 - hats.pdf,[SRSreq 134] The pointing-device cursor shall track the motion of the pointing device.,0,
2001 - hats.pdf,The keyboard cursor shall move to the text element or graph node closest to the pointing-device cursor when the pointing device is clicked.,0,
2001 - hats.pdf,"[SRSreq 135] If the displayed graph of the entire SDT is too large for the window, a separate, small window with a compressed view of the SDT shall be displayed.",1,vague_term
2001 - hats.pdf,[SRSreq 136] The user shall be able to turn the navigation window on and off.,0,
2001 - hats.pdf,[SRSreq 137] The HATS-GUI shall provide the user the capability to search SDTs.,0,
2001 - hats.pdf,The user shall enter a search pattern (see Appendix E and the following requirement).,1,vague_term
2001 - hats.pdf,The HATS-GUI shall search the SDT for a matching pattern.,0,
2001 - hats.pdf,"When a match is found, the HATS-GUI shall highlight the matching displayed nodes and center the display on the left-most, top-level displayed node in the matching pattern.",1,vague_term
